Emp ID,work life balance,job satisfaction,Environment satisfaction
13143,excellent,very high,satisfied
13144,excellent,very high,Very Dissatisfied
13145,excellent,very high,Very Dissatisfied
13146,good,high,Very Dissatisfied
13147,fair,very high,Extremely Satisfied
13148,fair,very high,Very Dissatisfied
13149,good,very high,High satisfied
13150,good,Medium,satisfied
13151,excellent,Medium,Very Dissatisfied
13152,excellent,very high,High satisfied
13153,fair,Medium,satisfied
13154,excellent,very high,Very Dissatisfied
13155,excellent,very high,Very Dissatisfied
13156,excellent,high,High satisfied
13157,fair,very high,Very Dissatisfied
13158,excellent,very high,satisfied
13159,excellent,very high,High satisfied
13160,excellent,Medium,High satisfied
13161,excellent,very high,satisfied
13162,excellent,very high,Very Dissatisfied
13163,fair,Medium,satisfied
13164,good,very high,satisfied
13165,good,very high,Very Dissatisfied
13166,excellent,very high,Very Dissatisfied
13167,good,very high,Very Dissatisfied
13168,excellent,very high,Extremely Satisfied
13169,fair,very high,Very Dissatisfied
13170,excellent,very high,High satisfied
13171,excellent,very high,satisfied
13172,good,high,satisfied
13173,excellent,high,satisfied
13174,fair,very high,High satisfied
13175,fair,very high,Very Dissatisfied
13176,excellent,very high,Very Dissatisfied
13177,excellent,Medium,Very Dissatisfied
13178,excellent,very high,Very Dissatisfied
13179,excellent,Medium,Very Dissatisfied
13180,good,very high,Very Dissatisfied
13181,excellent,very high,Very Dissatisfied
13182,excellent,very high,Very Dissatisfied
13183,good,Medium,High satisfied
13184,fair,very high,High satisfied
13185,excellent,very high,High satisfied
13186,good,very high,High satisfied
13187,excellent,very high,Very Dissatisfied
13188,excellent,very high,Very Dissatisfied
13189,excellent,very high,satisfied
13190,excellent,high,Very Dissatisfied
13191,good,very high,Very Dissatisfied
13192,good,very high,Very Dissatisfied
13193,excellent,very high,Very Dissatisfied
13194,excellent,very high,Very Dissatisfied
13195,fair,very high,High satisfied
13196,excellent,very high,High satisfied
13197,good,high,Very Dissatisfied
13198,fair,very high,satisfied
13199,fair,very high,High satisfied
13200,excellent,very high,Very Dissatisfied
13201,excellent,very high,Very Dissatisfied
13202,excellent,high,satisfied
13203,excellent,Medium,High satisfied
13204,excellent,very high,satisfied
13205,excellent,very high,satisfied
13206,excellent,very high,Very Dissatisfied
13207,good,high,High satisfied
13208,excellent,very high,satisfied
13209,excellent,very high,satisfied
13210,good,very high,Extremely Satisfied
13211,excellent,Medium,satisfied
13212,excellent,very high,Very Dissatisfied
13213,fair,Medium,High satisfied
13214,good,very high,satisfied
13215,good,Medium,High satisfied
13216,good,very high,High satisfied
13217,excellent,very high,High satisfied
13218,excellent,very high,Very Dissatisfied
13219,good,very high,satisfied
13220,excellent,Medium,Very Dissatisfied
13221,excellent,very high,satisfied
13222,excellent,high,High satisfied
13223,excellent,Medium,Very Dissatisfied
13224,excellent,very high,satisfied
13225,good,very high,satisfied
13226,excellent,very high,Very Dissatisfied
13227,excellent,very high,Very Dissatisfied
13228,excellent,high,satisfied
13229,excellent,Medium,satisfied
13230,fair,very high,Very Dissatisfied
13231,excellent,very high,satisfied
13232,good,very high,satisfied
13233,good,very high,satisfied
13234,good,very high,High satisfied
13235,excellent,very high,Very Dissatisfied
13236,excellent,high,Very Dissatisfied
13237,excellent,very high,Extremely Satisfied
13238,fair,high,Very Dissatisfied
13239,excellent,very high,satisfied
13240,good,high,satisfied
13241,excellent,high,Very Dissatisfied
13242,excellent,very high,Very Dissatisfied
13243,excellent,high,High satisfied
13244,good,very high,High satisfied
13245,fair,very high,Very Dissatisfied
13246,good,Medium,Very Dissatisfied
13247,good,very high,satisfied
13248,good,very high,High satisfied
13249,excellent,very high,Very Dissatisfied
13250,excellent,Medium,High satisfied
13251,excellent,very high,satisfied
13252,fair,very high,Very Dissatisfied
13253,excellent,very high,High satisfied
13254,excellent,very high,Very Dissatisfied
13255,excellent,very high,Very Dissatisfied
13256,excellent,very high,Very Dissatisfied
13257,excellent,high,High satisfied
13258,excellent,very high,satisfied
13259,excellent,very high,High satisfied
13260,excellent,Medium,High satisfied
13261,good,very high,satisfied
13262,good,high,Very Dissatisfied
13263,excellent,very high,High satisfied
13264,excellent,very high,Very Dissatisfied
13265,good,high,satisfied
13266,good,high,Very Dissatisfied
13267,good,very high,satisfied
13268,fair,very high,Very Dissatisfied
13269,fair,Medium,satisfied
13270,excellent,Medium,satisfied
13271,excellent,very high,satisfied
13272,excellent,very high,High satisfied
13273,excellent,Medium,Very Dissatisfied
13274,excellent,very high,High satisfied
13275,good,very high,Very Dissatisfied
13276,excellent,high,Very Dissatisfied
13277,excellent,very high,Very Dissatisfied
13278,excellent,very high,High satisfied
13279,excellent,high,satisfied
13280,excellent,very high,satisfied
13281,good,very high,satisfied
13282,fair,Medium,Very Dissatisfied
13283,excellent,very high,Very Dissatisfied
13284,excellent,very high,High satisfied
13285,excellent,very high,Very Dissatisfied
13286,excellent,very high,satisfied
13287,excellent,high,High satisfied
13288,excellent,very high,satisfied
13289,excellent,very high,satisfied
13290,excellent,very high,Extremely Satisfied
13291,good,very high,Very Dissatisfied
13292,excellent,very high,High satisfied
13293,excellent,very high,Very Dissatisfied
13294,good,very high,Very Dissatisfied
13295,good,high,Very Dissatisfied
13296,excellent,high,High satisfied
13297,good,very high,Very Dissatisfied
13298,excellent,very high,satisfied
13299,excellent,very high,Very Dissatisfied
13300,excellent,very high,Very Dissatisfied
13301,excellent,very high,High satisfied
13302,excellent,very high,Very Dissatisfied
13303,excellent,very high,Very Dissatisfied
13304,excellent,Medium,Very Dissatisfied
13305,excellent,very high,satisfied
13306,good,very high,High satisfied
13307,fair,very high,Very Dissatisfied
13308,excellent,Medium,High satisfied
13309,excellent,very high,Very Dissatisfied
13310,fair,high,satisfied
13311,excellent,very high,Very Dissatisfied
13312,fair,very high,satisfied
13313,excellent,very high,Very Dissatisfied
13314,fair,very high,satisfied
13315,excellent,very high,Very Dissatisfied
13316,excellent,very high,High satisfied
13317,good,very high,Very Dissatisfied
13318,good,very high,High satisfied
13319,excellent,very high,Very Dissatisfied
13320,good,very high,satisfied
13321,excellent,high,Extremely Satisfied
13322,fair,high,High satisfied
13323,excellent,very high,satisfied
13324,excellent,very high,High satisfied
13325,good,very high,satisfied
13326,excellent,very high,High satisfied
13327,excellent,Medium,Very Dissatisfied
13328,good,very high,Very Dissatisfied
13329,excellent,very high,High satisfied
13330,good,very high,High satisfied
13331,good,very high,Very Dissatisfied
13332,fair,very high,High satisfied
13333,excellent,very high,High satisfied
13334,excellent,very high,High satisfied
13335,excellent,high,Very Dissatisfied
13336,good,very high,satisfied
13337,good,very high,satisfied
13338,good,very high,satisfied
13339,excellent,high,Very Dissatisfied
13340,excellent,very high,Very Dissatisfied
13341,excellent,Medium,satisfied
13342,fair,high,High satisfied
13343,excellent,very high,Very Dissatisfied
13344,excellent,very high,Very Dissatisfied
13345,excellent,high,High satisfied
13346,good,very high,satisfied
13347,excellent,very high,Very Dissatisfied
13348,fair,very high,Very Dissatisfied
13349,excellent,high,Extremely Satisfied
13350,excellent,very high,High satisfied
13351,good,Medium,High satisfied
13352,fair,Medium,High satisfied
13353,excellent,very high,High satisfied
13354,excellent,very high,Very Dissatisfied
13355,excellent,Medium,satisfied
13356,good,very high,Very Dissatisfied
13357,good,very high,satisfied
13358,excellent,very high,High satisfied
13359,excellent,very high,satisfied
13360,excellent,very high,High satisfied
13361,good,high,Very Dissatisfied
13362,excellent,high,satisfied
13363,excellent,very high,satisfied
13364,good,very high,Very Dissatisfied
13365,good,high,satisfied
13366,excellent,very high,satisfied
13367,excellent,very high,satisfied
13368,excellent,high,satisfied
13369,good,very high,Very Dissatisfied
13370,good,very high,satisfied
13371,good,high,Very Dissatisfied
13372,fair,very high,Very Dissatisfied
13373,excellent,high,Extremely Satisfied
13374,fair,very high,Very Dissatisfied
13375,excellent,very high,satisfied
13376,good,Medium,Very Dissatisfied
13377,excellent,very high,Very Dissatisfied
13378,excellent,very high,Very Dissatisfied
13379,excellent,very high,Very Dissatisfied
13380,excellent,very high,satisfied
13381,excellent,very high,Very Dissatisfied
13382,good,very high,Very Dissatisfied
13383,good,very high,High satisfied
13384,fair,very high,satisfied
13385,good,very high,High satisfied
13386,good,very high,High satisfied
13387,good,Medium,High satisfied
13388,excellent,high,Very Dissatisfied
13389,good,very high,Very Dissatisfied
13390,fair,very high,satisfied
13391,excellent,high,High satisfied
13392,fair,high,satisfied
13393,good,very high,Extremely Satisfied
13394,good,high,satisfied
13395,good,high,High satisfied
13396,excellent,high,satisfied
13397,excellent,very high,Very Dissatisfied
13398,good,high,Very Dissatisfied
13399,good,very high,Very Dissatisfied
13400,good,very high,Very Dissatisfied
13401,good,very high,High satisfied
13402,good,very high,Very Dissatisfied
13403,excellent,very high,Very Dissatisfied
13404,excellent,very high,satisfied
13405,excellent,very high,satisfied
13406,good,Medium,Very Dissatisfied
13407,excellent,high,Very Dissatisfied
13408,good,very high,satisfied
13409,good,very high,Very Dissatisfied
13410,excellent,very high,Very Dissatisfied
13411,fair,Medium,Very Dissatisfied
13412,excellent,very high,Very Dissatisfied
13413,fair,Medium,High satisfied
13414,good,very high,satisfied
13415,excellent,very high,satisfied
13416,good,high,Extremely Satisfied
13417,good,very high,High satisfied
13418,excellent,very high,Very Dissatisfied
13419,excellent,high,Very Dissatisfied
13420,excellent,very high,Very Dissatisfied
13421,good,very high,High satisfied
13422,excellent,very high,satisfied
13423,good,very high,High satisfied
13424,fair,very high,Very Dissatisfied
13425,good,very high,Very Dissatisfied
13426,excellent,high,High satisfied
13427,excellent,very high,Very Dissatisfied
13428,excellent,Medium,Very Dissatisfied
13429,good,very high,Very Dissatisfied
13430,good,very high,High satisfied
13431,excellent,very high,Very Dissatisfied
13432,excellent,very high,High satisfied
13433,excellent,Medium,Very Dissatisfied
13434,good,high,High satisfied
13435,excellent,very high,High satisfied
13436,excellent,very high,satisfied
13437,good,very high,Very Dissatisfied
13438,fair,very high,High satisfied
13439,good,high,High satisfied
13440,good,very high,Very Dissatisfied
13441,good,high,Very Dissatisfied
13442,good,very high,Very Dissatisfied
13443,excellent,very high,High satisfied
13444,good,high,satisfied
13445,fair,Medium,Very Dissatisfied
13446,excellent,very high,satisfied
13447,excellent,very high,Very Dissatisfied
13448,fair,very high,Very Dissatisfied
13449,excellent,very high,Very Dissatisfied
13450,fair,very high,High satisfied
13451,excellent,very high,Very Dissatisfied
13452,excellent,very high,Very Dissatisfied
13453,excellent,very high,High satisfied
13454,excellent,very high,satisfied
13455,excellent,high,Very Dissatisfied
13456,excellent,very high,satisfied
13457,excellent,high,Very Dissatisfied
13458,good,high,satisfied
13459,excellent,very high,High satisfied
13460,good,very high,High satisfied
13461,good,high,High satisfied
13462,good,Medium,satisfied
13463,good,very high,Very Dissatisfied
13464,excellent,high,satisfied
13465,excellent,very high,Very Dissatisfied
13466,excellent,very high,satisfied
13467,good,very high,High satisfied
13468,excellent,very high,Very Dissatisfied
13469,excellent,very high,Very Dissatisfied
13470,excellent,high,High satisfied
13471,fair,high,satisfied
13472,excellent,high,satisfied
13473,good,very high,Very Dissatisfied
13474,fair,very high,satisfied
13475,excellent,very high,Very Dissatisfied
13476,excellent,high,satisfied
13477,excellent,very high,Extremely Satisfied
13478,excellent,very high,Very Dissatisfied
